levels,algs,ratios,variable,times
,,,,60
,,,,61
,,,,62
,,,,63
,,,,64
,,,,65
,,,,66
,,,,67
,,,,68
,,,,69
,,,,70
,,,,71
,,,,72
,,,,73
,,,,74
,,,,75
,,,,76
,,,,77
,,,,78
,,,,79
,,,,80
,,,,81
,,,,82
,,,,83
,,,,84
,,,,85
,,,,86
,,,,87
,,,,88
,,,,89
,,,,90
,,,,91
,,,,92
,,,,93
,,,,94
,,,,95
,,,,96
,,,,97
,,,,98
,,,,99
,,,,100
,,,,101
,,,,102
,,,,103
,,,,104
,,,,105
,,,,106
,,,,107
,,,,108
,,,,109
,,,,110
,,,,111
,,,,112
,,,,113
,,,,114
,,,,115
,,,,116
,,,,117
,,,,118
,,,,119
,,,,120
,,,,121
,,,,122
,,,,123
,,,,124
,,,,125
,,,,126
,,,,127
,,,,128
,,,,129
,,,,130
,,,,131
,,,,132
,,,,133
,,,,134
,,,,135
,,,,136
,,,,137
,,,,138
,,,,139
,,,,140
,,,,141
,,,,142
,,,,143
,,,,144
,,,,145
,,,,146
,,,,147
,,,,148
,,,,149
,,,,150
,,,,151
,,,,152
,,,,153
,,,,154
,,,,155
,,,,156
,,,,157
,,,,158
,,,,159
,,,,160
,,,,161
,,,,162
,,,,163
,,,,164
,,,,165
,,,,166
,,,,167
,,,,168
,,,,169
,,,,170
,,,,171
,,,,172
,,,,173
,,,,174
,,,,175
,,,,176
,,,,177
,,,,178
,,,,179
,,,,180
,,,,181
,,,,182
,,,,183
,,,,184
,,,,185
,,,,186
,,,,187
,,,,188
,,,,189
,,,,190
,,,,191
,,,,192
,,,,193
,,,,194
,,,,195
,,,,196
,,,,197
,,,,198
,,,,199
,,,,200
,,,,201
,,,,202
,,,,203
,,,,204
,,,,205
,,,,206
,,,,207
,,,,208
,,,,209
,,,,210
,,,,211
,,,,212
,,,,213
,,,,214
,,,,215
,,,,216
,,,,217
,,,,218
,,,,219
,,,,220
,,,,221
,,,,222
,,,,223
,,,,224
,,,,225
,,,,226
,,,,227
,,,,228
,,,,229
,,,,230
,,,,231
,,,,232
,,,,233
,,,,234
,,,,235
,,,,236
,,,,237
,,,,238
,,,,239
,,,,240
,,,,241
,,,,242
,,,,243
,,,,244
,,,,245
,,,,246
,,,,247
,,,,248
,,,,249
,,,,250
,,,,251
,,,,252
,,,,253
,,,,254
,,,,255
,,,,256
,,,,257
,,,,258
,,,,259
,,,,260
,,,,261
,,,,262
,,,,263
,,,,264
,,,,265
,,,,266
,,,,267
,,,,268
,,,,269
,,,,270
,,,,271
,,,,272
,,,,273
,,,,274
,,,,275
,,,,276
,,,,277
,,,,278
,,,,279
,,,,280
,,,,281
,,,,282
,,,,283
,,,,284
,,,,285
,,,,286
,,,,287
,,,,288
,,,,289
,,,,290
,,,,291
,,,,292
,,,,293
,,,,294
,,,,295
,,,,296
,,,,297
,,,,298
,,,,299
,,,,300
,,,,301
,,,,302
,,,,303
,,,,304
,,,,305
,,,,306
,,,,307
,,,,308
,,,,309
,,,,310
,,,,311
,,,,312
,,,,313
,,,,314
,,,,315
,,,,316
,,,,317
,,,,318
,,,,319
,,,,320
,,,,321
,,,,322
,,,,323
,,,,324
,,,,325
,,,,326
,,,,327
,,,,328
,,,,329
,,,,330
,,,,331
,,,,332
,,,,333
,,,,334
,,,,335
,,,,336
,,,,337
,,,,338
,,,,339
,,,,340
,,,,341
,,,,342
,,,,343
,,,,344
,,,,345
,,,,346
,,,,347
,,,,348
,,,,349
,,,,350
,,,,351
,,,,352
,,,,353
,,,,354
,,,,355
,,,,356
,,,,357
,,,,358
,,,,359
0.005,sz,67.01,dst_a1_SRF,0
0.001,sz,38.61,dst_a1_SRF,1
0.001,sz,38.61,dst_a1_SRF,2
0.001,sz,38.61,dst_a1_SRF,3
0.001,sz,38.61,dst_a1_SRF,4
0.001,sz,38.61,dst_a1_SRF,5
0.001,sz,38.61,dst_a1_SRF,6
0.001,sz,38.61,dst_a1_SRF,7
0.001,sz,38.61,dst_a1_SRF,8
0.001,sz,38.61,dst_a1_SRF,9
0.001,sz,38.61,dst_a1_SRF,10
0.001,sz,38.61,dst_a1_SRF,11
0.001,sz,38.61,dst_a1_SRF,12
0.001,sz,38.61,dst_a1_SRF,13
0.001,sz,38.61,dst_a1_SRF,14
0.001,sz,38.61,dst_a1_SRF,15
0.001,sz,38.61,dst_a1_SRF,16
0.001,sz,38.61,dst_a1_SRF,17
0.001,sz,38.61,dst_a1_SRF,18
0.001,sz,38.61,dst_a1_SRF,19
0.001,sz,38.61,dst_a1_SRF,20
0.001,sz,38.61,dst_a1_SRF,21
0.001,sz,38.61,dst_a1_SRF,22
0.001,sz,38.61,dst_a1_SRF,23
0.001,sz,38.61,dst_a1_SRF,24
0.001,sz,38.61,dst_a1_SRF,25
0.001,sz,38.61,dst_a1_SRF,26
0.001,sz,38.61,dst_a1_SRF,27
0.001,sz,38.61,dst_a1_SRF,28
0.001,sz,38.61,dst_a1_SRF,29
0.001,sz,38.61,dst_a1_SRF,30
0.001,sz,38.61,dst_a1_SRF,31
0.005,sz,67.01,dst_a1_SRF,32
0.001,sz,38.61,dst_a1_SRF,33
0.001,sz,38.61,dst_a1_SRF,34
0.001,sz,38.61,dst_a1_SRF,35
0.001,sz,38.61,dst_a1_SRF,36
0.001,sz,38.61,dst_a1_SRF,37
0.001,sz,38.61,dst_a1_SRF,38
0.0005,sz,29.82,dst_a1_SRF,39
0.001,sz,38.61,dst_a1_SRF,40
0.001,sz,38.61,dst_a1_SRF,41
0.001,sz,38.61,dst_a1_SRF,42
0.001,sz,38.61,dst_a1_SRF,43
0.001,sz,38.61,dst_a1_SRF,44
0.0001,sz,16.75,dst_a1_SRF,45
0.001,sz,38.61,dst_a1_SRF,46
0.001,sz,38.61,dst_a1_SRF,47
0.0001,sz,16.75,dst_a1_SRF,48
0.0001,sz,16.75,dst_a1_SRF,49
0.001,sz,38.61,dst_a1_SRF,50
0.001,sz,38.61,dst_a1_SRF,51
0.001,sz,38.61,dst_a1_SRF,52
0.001,sz,38.61,dst_a1_SRF,53
0.001,sz,38.61,dst_a1_SRF,54
0.001,sz,38.61,dst_a1_SRF,55
0.001,sz,38.61,dst_a1_SRF,56
0.001,sz,38.61,dst_a1_SRF,57
0.001,sz,38.61,dst_a1_SRF,58
0.001,sz,38.61,dst_a1_SRF,59
0.001,sz,38.61,dst_a1_SRF,60
0.001,sz,38.61,dst_a1_SRF,61
0.001,sz,38.61,dst_a1_SRF,62
0.001,sz,38.61,dst_a1_SRF,63
0.001,sz,38.61,dst_a1_SRF,64
0.001,sz,38.61,dst_a1_SRF,65
0.001,sz,38.61,dst_a1_SRF,66
0.001,sz,38.61,dst_a1_SRF,67
0.001,sz,38.61,dst_a1_SRF,68
0.001,sz,38.61,dst_a1_SRF,69
0.005,sz,67.01,dst_a1_SRF,70
0.001,sz,38.61,dst_a1_SRF,71
0.001,sz,38.61,dst_a1_SRF,72
0.001,sz,38.61,dst_a1_SRF,73
0.001,sz,38.61,dst_a1_SRF,74
0.001,sz,38.61,dst_a1_SRF,75
0.001,sz,38.61,dst_a1_SRF,76
0.0001,sz,16.75,dst_a1_SRF,77
0.001,sz,38.61,dst_a1_SRF,78
0.001,sz,38.61,dst_a1_SRF,79
0.001,sz,38.61,dst_a1_SRF,80
0.001,sz,38.61,dst_a1_SRF,81
0.001,sz,38.61,dst_a1_SRF,82
0.001,sz,38.61,dst_a1_SRF,83
0.001,sz,38.61,dst_a1_SRF,84
0.001,sz,38.61,dst_a1_SRF,85
0.001,sz,38.61,dst_a1_SRF,86
0.001,sz,38.61,dst_a1_SRF,87
0.001,sz,38.61,dst_a1_SRF,88
0.001,sz,38.61,dst_a1_SRF,89
0.001,sz,38.61,dst_a1_SRF,90
0.001,sz,38.61,dst_a1_SRF,91
0.0001,sz,16.75,dst_a1_SRF,92
0.001,sz,38.61,dst_a1_SRF,93
0.001,sz,38.61,dst_a1_SRF,94
0.001,sz,38.61,dst_a1_SRF,95
0.001,sz,38.61,dst_a1_SRF,96
0.001,sz,38.61,dst_a1_SRF,97
0.001,sz,38.61,dst_a1_SRF,98
0.001,sz,38.61,dst_a1_SRF,99
0.0001,sz,16.75,dst_a1_SRF,100
0.001,sz,38.61,dst_a1_SRF,101
0.005,sz,67.01,dst_a1_SRF,102
0.001,sz,38.61,dst_a1_SRF,103
0.001,sz,38.61,dst_a1_SRF,104
0.001,sz,38.61,dst_a1_SRF,105
0.001,sz,38.61,dst_a1_SRF,106
0.0001,sz,16.75,dst_a1_SRF,107
0.001,sz,38.61,dst_a1_SRF,108
0.001,sz,38.61,dst_a1_SRF,109
0.001,sz,38.61,dst_a1_SRF,110
0.001,sz,38.61,dst_a1_SRF,111
0.001,sz,38.61,dst_a1_SRF,112
0.001,sz,38.61,dst_a1_SRF,113
0.001,sz,38.61,dst_a1_SRF,114
0.0001,sz,16.75,dst_a1_SRF,115
0.001,sz,38.61,dst_a1_SRF,116
0.001,sz,38.61,dst_a1_SRF,117
0.001,sz,38.61,dst_a1_SRF,118
0.001,sz,38.61,dst_a1_SRF,119
0.001,sz,38.61,dst_a1_SRF,120
0.001,sz,38.61,dst_a1_SRF,121
0.001,sz,38.61,dst_a1_SRF,122
0.001,sz,38.61,dst_a1_SRF,123
0.001,sz,38.61,dst_a1_SRF,124
0.001,sz,38.61,dst_a1_SRF,125
0.001,sz,38.61,dst_a1_SRF,126
0.001,sz,38.61,dst_a1_SRF,127
0.0001,sz,16.75,dst_a1_SRF,128
0.001,sz,38.61,dst_a1_SRF,129
0.001,sz,38.61,dst_a1_SRF,130
0.0001,sz,16.75,dst_a1_SRF,131
0.001,sz,38.61,dst_a1_SRF,132
0.001,sz,38.61,dst_a1_SRF,133
0.001,sz,38.61,dst_a1_SRF,134
0.001,sz,38.61,dst_a1_SRF,135
0.0001,sz,16.75,dst_a1_SRF,136
0.001,sz,38.61,dst_a1_SRF,137
0.001,sz,38.61,dst_a1_SRF,138
0.001,sz,38.61,dst_a1_SRF,139
0.001,sz,38.61,dst_a1_SRF,140
0.001,sz,38.61,dst_a1_SRF,141
0.001,sz,38.61,dst_a1_SRF,142
0.001,sz,38.61,dst_a1_SRF,143
0.001,sz,38.61,dst_a1_SRF,144
0.001,sz,38.61,dst_a1_SRF,145
0.001,sz,38.61,dst_a1_SRF,146
0.001,sz,38.61,dst_a1_SRF,147
0.001,sz,38.61,dst_a1_SRF,148
0.001,sz,38.61,dst_a1_SRF,149
0.001,sz,38.61,dst_a1_SRF,150
0.001,sz,38.61,dst_a1_SRF,151
0.001,sz,38.61,dst_a1_SRF,152
0.001,sz,38.61,dst_a1_SRF,153
0.001,sz,38.61,dst_a1_SRF,154
0.0001,sz,16.75,dst_a1_SRF,155
0.001,sz,38.61,dst_a1_SRF,156
0.001,sz,38.61,dst_a1_SRF,157
0.001,sz,38.61,dst_a1_SRF,158
0.001,sz,38.61,dst_a1_SRF,159
0.001,sz,38.61,dst_a1_SRF,160
0.001,sz,38.61,dst_a1_SRF,161
0.001,sz,38.61,dst_a1_SRF,162
0.0001,sz,16.75,dst_a1_SRF,163
0.001,sz,38.61,dst_a1_SRF,164
0.001,sz,38.61,dst_a1_SRF,165
0.0001,sz,16.75,dst_a1_SRF,166
0.001,sz,38.61,dst_a1_SRF,167
0.001,sz,38.61,dst_a1_SRF,168
0.001,sz,38.61,dst_a1_SRF,169
0.001,sz,38.61,dst_a1_SRF,170
0.001,sz,38.61,dst_a1_SRF,171
0.001,sz,38.61,dst_a1_SRF,172
0.001,sz,38.61,dst_a1_SRF,173
0.001,sz,38.61,dst_a1_SRF,174
0.001,sz,38.61,dst_a1_SRF,175
0.001,sz,38.61,dst_a1_SRF,176
0.001,sz,38.61,dst_a1_SRF,177
0.0001,sz,16.75,dst_a1_SRF,178
0.001,sz,38.61,dst_a1_SRF,179
0.001,sz,38.61,dst_a1_SRF,180
0.0001,sz,16.75,dst_a1_SRF,181
0.001,sz,38.61,dst_a1_SRF,182
0.001,sz,38.61,dst_a1_SRF,183
0.001,sz,38.61,dst_a1_SRF,184
0.001,sz,38.61,dst_a1_SRF,185
0.001,sz,38.61,dst_a1_SRF,186
0.001,sz,38.61,dst_a1_SRF,187
0.0005,sz,29.82,dst_a1_SRF,188
0.0001,sz,16.75,dst_a1_SRF,189
0.001,sz,38.61,dst_a1_SRF,190
0.001,sz,38.61,dst_a1_SRF,191
0.001,sz,38.61,dst_a1_SRF,192
0.0001,sz,16.75,dst_a1_SRF,193
0.001,sz,38.61,dst_a1_SRF,194
0.001,sz,38.61,dst_a1_SRF,195
0.001,sz,38.61,dst_a1_SRF,196
0.001,sz,38.61,dst_a1_SRF,197
0.001,sz,38.61,dst_a1_SRF,198
0.001,sz,38.61,dst_a1_SRF,199
0.001,sz,38.61,dst_a1_SRF,200
0.001,sz,38.61,dst_a1_SRF,201
0.001,sz,38.61,dst_a1_SRF,202
0.001,sz,38.61,dst_a1_SRF,203
0.001,sz,38.61,dst_a1_SRF,204
0.001,sz,38.61,dst_a1_SRF,205
0.001,sz,38.61,dst_a1_SRF,206
0.001,sz,38.61,dst_a1_SRF,207
0.001,sz,38.61,dst_a1_SRF,208
0.001,sz,38.61,dst_a1_SRF,209
0.001,sz,38.61,dst_a1_SRF,210
0.001,sz,38.61,dst_a1_SRF,211
0.001,sz,38.61,dst_a1_SRF,212
0.001,sz,38.61,dst_a1_SRF,213
0.001,sz,38.61,dst_a1_SRF,214
0.0001,sz,16.75,dst_a1_SRF,215
0.001,sz,38.61,dst_a1_SRF,216
0.001,sz,38.61,dst_a1_SRF,217
0.001,sz,38.61,dst_a1_SRF,218
0.001,sz,38.61,dst_a1_SRF,219
0.001,sz,38.61,dst_a1_SRF,220
0.001,sz,38.61,dst_a1_SRF,221
0.001,sz,38.61,dst_a1_SRF,222
0.001,sz,38.61,dst_a1_SRF,223
0.001,sz,38.61,dst_a1_SRF,224
0.001,sz,38.61,dst_a1_SRF,225
0.001,sz,38.61,dst_a1_SRF,226
0.001,sz,38.61,dst_a1_SRF,227
0.001,sz,38.61,dst_a1_SRF,228
0.001,sz,38.61,dst_a1_SRF,229
0.001,sz,38.61,dst_a1_SRF,230
0.001,sz,38.61,dst_a1_SRF,231
0.0001,sz,16.75,dst_a1_SRF,232
0.001,sz,38.61,dst_a1_SRF,233
0.001,sz,38.61,dst_a1_SRF,234
0.001,sz,38.61,dst_a1_SRF,235
0.001,sz,38.61,dst_a1_SRF,236
0.0001,sz,16.75,dst_a1_SRF,237
0.001,sz,38.61,dst_a1_SRF,238
0.001,sz,38.61,dst_a1_SRF,239
0.001,sz,38.61,dst_a1_SRF,240
0.001,sz,38.61,dst_a1_SRF,241
0.001,sz,38.61,dst_a1_SRF,242
0.001,sz,38.61,dst_a1_SRF,243
0.001,sz,38.61,dst_a1_SRF,244
0.001,sz,38.61,dst_a1_SRF,245
0.001,sz,38.61,dst_a1_SRF,246
0.001,sz,38.61,dst_a1_SRF,247
0.001,sz,38.61,dst_a1_SRF,248
0.001,sz,38.61,dst_a1_SRF,249
0.001,sz,38.61,dst_a1_SRF,250
0.001,sz,38.61,dst_a1_SRF,251
0.001,sz,38.61,dst_a1_SRF,252
0.001,sz,38.61,dst_a1_SRF,253
0.001,sz,38.61,dst_a1_SRF,254
0.001,sz,38.61,dst_a1_SRF,255
0.001,sz,38.61,dst_a1_SRF,256
0.001,sz,38.61,dst_a1_SRF,257
0.001,sz,38.61,dst_a1_SRF,258
0.001,sz,38.61,dst_a1_SRF,259
0.001,sz,38.61,dst_a1_SRF,260
0.001,sz,38.61,dst_a1_SRF,261
0.001,sz,38.61,dst_a1_SRF,262
0.001,sz,38.61,dst_a1_SRF,263
0.001,sz,38.61,dst_a1_SRF,264
0.001,sz,38.61,dst_a1_SRF,265
0.001,sz,38.61,dst_a1_SRF,266
0.001,sz,38.61,dst_a1_SRF,267
0.001,sz,38.61,dst_a1_SRF,268
0.001,sz,38.61,dst_a1_SRF,269
0.001,sz,38.61,dst_a1_SRF,270
0.001,sz,38.61,dst_a1_SRF,271
0.001,sz,38.61,dst_a1_SRF,272
0.001,sz,38.61,dst_a1_SRF,273
0.001,sz,38.61,dst_a1_SRF,274
0.001,sz,38.61,dst_a1_SRF,275
0.001,sz,38.61,dst_a1_SRF,276
0.001,sz,38.61,dst_a1_SRF,277
0.001,sz,38.61,dst_a1_SRF,278
0.001,sz,38.61,dst_a1_SRF,279
0.001,sz,38.61,dst_a1_SRF,280
0.001,sz,38.61,dst_a1_SRF,281
0.005,sz,67.01,dst_a1_SRF,282
0.001,sz,38.61,dst_a1_SRF,283
0.001,sz,38.61,dst_a1_SRF,284
0.001,sz,38.61,dst_a1_SRF,285
0.001,sz,38.61,dst_a1_SRF,286
0.001,sz,38.61,dst_a1_SRF,287
0.001,sz,38.61,dst_a1_SRF,288
0.001,sz,38.61,dst_a1_SRF,289
0.001,sz,38.61,dst_a1_SRF,290
0.001,sz,38.61,dst_a1_SRF,291
0.001,sz,38.61,dst_a1_SRF,292
0.001,sz,38.61,dst_a1_SRF,293
0.001,sz,38.61,dst_a1_SRF,294
0.001,sz,38.61,dst_a1_SRF,295
0.001,sz,38.61,dst_a1_SRF,296
0.001,sz,38.61,dst_a1_SRF,297
0.0005,sz,29.82,dst_a1_SRF,298
0.005,sz,67.01,dst_a1_SRF,299
0.005,sz,67.01,dst_a1_SRF,300
0.001,sz,38.61,dst_a1_SRF,301
0.001,sz,38.61,dst_a1_SRF,302
0.001,sz,38.61,dst_a1_SRF,303
0.001,sz,38.61,dst_a1_SRF,304
0.001,sz,38.61,dst_a1_SRF,305
0.001,sz,38.61,dst_a1_SRF,306
0.001,sz,38.61,dst_a1_SRF,307
0.001,sz,38.61,dst_a1_SRF,308
0.001,sz,38.61,dst_a1_SRF,309
0.001,sz,38.61,dst_a1_SRF,310
0.001,sz,38.61,dst_a1_SRF,311
0.001,sz,38.61,dst_a1_SRF,312
0.001,sz,38.61,dst_a1_SRF,313
0.001,sz,38.61,dst_a1_SRF,314
0.001,sz,38.61,dst_a1_SRF,315
0.001,sz,38.61,dst_a1_SRF,316
0.001,sz,38.61,dst_a1_SRF,317
0.001,sz,38.61,dst_a1_SRF,318
0.001,sz,38.61,dst_a1_SRF,319
0.001,sz,38.61,dst_a1_SRF,320
0.001,sz,38.61,dst_a1_SRF,321
0.001,sz,38.61,dst_a1_SRF,322
0.001,sz,38.61,dst_a1_SRF,323
0.001,sz,38.61,dst_a1_SRF,324
0.001,sz,38.61,dst_a1_SRF,325
0.001,sz,38.61,dst_a1_SRF,326
0.001,sz,38.61,dst_a1_SRF,327
0.001,sz,38.61,dst_a1_SRF,328
0.001,sz,38.61,dst_a1_SRF,329
0.001,sz,38.61,dst_a1_SRF,330
0.001,sz,38.61,dst_a1_SRF,331
0.001,sz,38.61,dst_a1_SRF,332
0.001,sz,38.61,dst_a1_SRF,333
0.001,sz,38.61,dst_a1_SRF,334
0.001,sz,38.61,dst_a1_SRF,335
0.001,sz,38.61,dst_a1_SRF,336
0.001,sz,38.61,dst_a1_SRF,337
0.005,sz,67.01,dst_a1_SRF,338
0.0001,sz,16.75,dst_a1_SRF,339
0.0001,sz,16.75,dst_a1_SRF,340
0.001,sz,38.61,dst_a1_SRF,341
0.001,sz,38.61,dst_a1_SRF,342
0.001,sz,38.61,dst_a1_SRF,343
0.001,sz,38.61,dst_a1_SRF,344
0.001,sz,38.61,dst_a1_SRF,345
0.001,sz,38.61,dst_a1_SRF,346
0.001,sz,38.61,dst_a1_SRF,347
0.001,sz,38.61,dst_a1_SRF,348
0.001,sz,38.61,dst_a1_SRF,349
0.001,sz,38.61,dst_a1_SRF,350
0.001,sz,38.61,dst_a1_SRF,351
0.001,sz,38.61,dst_a1_SRF,352
0.001,sz,38.61,dst_a1_SRF,353
0.001,sz,38.61,dst_a1_SRF,354
0.001,sz,38.61,dst_a1_SRF,355
0.001,sz,38.61,dst_a1_SRF,356
0.001,sz,38.61,dst_a1_SRF,357
0.001,sz,38.61,dst_a1_SRF,358
0.001,sz,38.61,dst_a1_SRF,359
0.005,sz,71.32,dst_a3_SRF,0
0.001,sz,43.23,dst_a3_SRF,1
0.001,sz,43.23,dst_a3_SRF,2
0.001,sz,43.23,dst_a3_SRF,3
0.001,sz,43.23,dst_a3_SRF,4
0.001,sz,43.23,dst_a3_SRF,5
0.001,sz,43.23,dst_a3_SRF,6
0.001,sz,43.23,dst_a3_SRF,7
0.001,sz,43.23,dst_a3_SRF,8
0.001,sz,43.23,dst_a3_SRF,9
0.001,sz,43.23,dst_a3_SRF,10
0.001,sz,43.23,dst_a3_SRF,11
0.001,sz,43.23,dst_a3_SRF,12
0.001,sz,43.23,dst_a3_SRF,13
0.001,sz,43.23,dst_a3_SRF,14
0.001,sz,43.23,dst_a3_SRF,15
0.001,sz,43.23,dst_a3_SRF,16
0.001,sz,43.23,dst_a3_SRF,17
0.001,sz,43.23,dst_a3_SRF,18
0.0001,sz,19.67,dst_a3_SRF,19
0.001,sz,43.23,dst_a3_SRF,20
0.001,sz,43.23,dst_a3_SRF,21
0.001,sz,43.23,dst_a3_SRF,22
0.001,sz,43.23,dst_a3_SRF,23
0.0001,sz,19.67,dst_a3_SRF,24
0.001,sz,43.23,dst_a3_SRF,25
0.001,sz,43.23,dst_a3_SRF,26
0.001,sz,43.23,dst_a3_SRF,27
0.001,sz,43.23,dst_a3_SRF,28
0.001,sz,43.23,dst_a3_SRF,29
0.001,sz,43.23,dst_a3_SRF,30
0.001,sz,43.23,dst_a3_SRF,31
0.001,sz,43.23,dst_a3_SRF,32
0.001,sz,43.23,dst_a3_SRF,33
0.001,sz,43.23,dst_a3_SRF,34
0.001,sz,43.23,dst_a3_SRF,35
0.001,sz,43.23,dst_a3_SRF,36
0.001,sz,43.23,dst_a3_SRF,37
0.001,sz,43.23,dst_a3_SRF,38
0.0005,sz,34.00,dst_a3_SRF,39
0.001,sz,43.23,dst_a3_SRF,40
0.001,sz,43.23,dst_a3_SRF,41
0.001,sz,43.23,dst_a3_SRF,42
0.001,sz,43.23,dst_a3_SRF,43
0.001,sz,43.23,dst_a3_SRF,44
0.001,sz,43.23,dst_a3_SRF,45
0.001,sz,43.23,dst_a3_SRF,46
0.001,sz,43.23,dst_a3_SRF,47
0.005,sz,71.32,dst_a3_SRF,48
0.005,sz,71.32,dst_a3_SRF,49
0.001,sz,43.23,dst_a3_SRF,50
0.001,sz,43.23,dst_a3_SRF,51
0.005,sz,71.32,dst_a3_SRF,52
0.0001,sz,19.67,dst_a3_SRF,53
0.001,sz,43.23,dst_a3_SRF,54
0.001,sz,43.23,dst_a3_SRF,55
0.001,sz,43.23,dst_a3_SRF,56
0.0001,sz,19.67,dst_a3_SRF,57
0.0005,sz,34.00,dst_a3_SRF,58
0.001,sz,43.23,dst_a3_SRF,59
0.001,sz,43.23,dst_a3_SRF,60
0.001,sz,43.23,dst_a3_SRF,61
0.001,sz,43.23,dst_a3_SRF,62
0.0001,sz,19.67,dst_a3_SRF,63
0.0001,sz,19.67,dst_a3_SRF,64
0.001,sz,43.23,dst_a3_SRF,65
0.001,sz,43.23,dst_a3_SRF,66
0.0001,sz,19.67,dst_a3_SRF,67
0.001,sz,43.23,dst_a3_SRF,68
0.001,sz,43.23,dst_a3_SRF,69
0.005,sz,71.32,dst_a3_SRF,70
0.001,sz,43.23,dst_a3_SRF,71
0.001,sz,43.23,dst_a3_SRF,72
0.001,sz,43.23,dst_a3_SRF,73
0.001,sz,43.23,dst_a3_SRF,74
0.0001,sz,19.67,dst_a3_SRF,75
0.001,sz,43.23,dst_a3_SRF,76
0.001,sz,43.23,dst_a3_SRF,77
0.001,sz,43.23,dst_a3_SRF,78
0.001,sz,43.23,dst_a3_SRF,79
0.001,sz,43.23,dst_a3_SRF,80
0.0001,sz,19.67,dst_a3_SRF,81
0.001,sz,43.23,dst_a3_SRF,82
0.0001,sz,19.67,dst_a3_SRF,83
0.001,sz,43.23,dst_a3_SRF,84
0.0001,sz,19.67,dst_a3_SRF,85
0.001,sz,43.23,dst_a3_SRF,86
0.001,sz,43.23,dst_a3_SRF,87
0.005,sz,71.32,dst_a3_SRF,88
0.001,sz,43.23,dst_a3_SRF,89
0.001,sz,43.23,dst_a3_SRF,90
0.001,sz,43.23,dst_a3_SRF,91
0.001,sz,43.23,dst_a3_SRF,92
0.001,sz,43.23,dst_a3_SRF,93
0.001,sz,43.23,dst_a3_SRF,94
0.001,sz,43.23,dst_a3_SRF,95
0.001,sz,43.23,dst_a3_SRF,96
0.001,sz,43.23,dst_a3_SRF,97
0.001,sz,43.23,dst_a3_SRF,98
0.001,sz,43.23,dst_a3_SRF,99
0.0001,sz,19.67,dst_a3_SRF,100
0.001,sz,43.23,dst_a3_SRF,101
0.001,sz,43.23,dst_a3_SRF,102
0.001,sz,43.23,dst_a3_SRF,103
0.001,sz,43.23,dst_a3_SRF,104
0.001,sz,43.23,dst_a3_SRF,105
0.001,sz,43.23,dst_a3_SRF,106
0.001,sz,43.23,dst_a3_SRF,107
0.001,sz,43.23,dst_a3_SRF,108
0.001,sz,43.23,dst_a3_SRF,109
0.001,sz,43.23,dst_a3_SRF,110
0.001,sz,43.23,dst_a3_SRF,111
0.001,sz,43.23,dst_a3_SRF,112
0.001,sz,43.23,dst_a3_SRF,113
0.001,sz,43.23,dst_a3_SRF,114
0.001,sz,43.23,dst_a3_SRF,115
0.001,sz,43.23,dst_a3_SRF,116
0.001,sz,43.23,dst_a3_SRF,117
0.001,sz,43.23,dst_a3_SRF,118
0.001,sz,43.23,dst_a3_SRF,119
0.0001,sz,19.67,dst_a3_SRF,120
0.001,sz,43.23,dst_a3_SRF,121
0.001,sz,43.23,dst_a3_SRF,122
0.001,sz,43.23,dst_a3_SRF,123
0.001,sz,43.23,dst_a3_SRF,124
0.001,sz,43.23,dst_a3_SRF,125
0.001,sz,43.23,dst_a3_SRF,126
0.001,sz,43.23,dst_a3_SRF,127
0.001,sz,43.23,dst_a3_SRF,128
0.001,sz,43.23,dst_a3_SRF,129
0.001,sz,43.23,dst_a3_SRF,130
0.001,sz,43.23,dst_a3_SRF,131
0.001,sz,43.23,dst_a3_SRF,132
0.001,sz,43.23,dst_a3_SRF,133
0.001,sz,43.23,dst_a3_SRF,134
0.001,sz,43.23,dst_a3_SRF,135
0.001,sz,43.23,dst_a3_SRF,136
0.001,sz,43.23,dst_a3_SRF,137
0.001,sz,43.23,dst_a3_SRF,138
0.001,sz,43.23,dst_a3_SRF,139
0.001,sz,43.23,dst_a3_SRF,140
0.001,sz,43.23,dst_a3_SRF,141
0.001,sz,43.23,dst_a3_SRF,142
0.001,sz,43.23,dst_a3_SRF,143
0.001,sz,43.23,dst_a3_SRF,144
0.001,sz,43.23,dst_a3_SRF,145
0.001,sz,43.23,dst_a3_SRF,146
0.0001,sz,19.67,dst_a3_SRF,147
0.001,sz,43.23,dst_a3_SRF,148
0.001,sz,43.23,dst_a3_SRF,149
0.0001,sz,19.67,dst_a3_SRF,150
0.001,sz,43.23,dst_a3_SRF,151
0.001,sz,43.23,dst_a3_SRF,152
0.0001,sz,19.67,dst_a3_SRF,153
0.0001,sz,19.67,dst_a3_SRF,154
0.005,sz,71.32,dst_a3_SRF,155
0.001,sz,43.23,dst_a3_SRF,156
0.001,sz,43.23,dst_a3_SRF,157
0.001,sz,43.23,dst_a3_SRF,158
0.001,sz,43.23,dst_a3_SRF,159
0.001,sz,43.23,dst_a3_SRF,160
0.001,sz,43.23,dst_a3_SRF,161
0.001,sz,43.23,dst_a3_SRF,162
0.001,sz,43.23,dst_a3_SRF,163
0.001,sz,43.23,dst_a3_SRF,164
0.0001,sz,19.67,dst_a3_SRF,165
0.001,sz,43.23,dst_a3_SRF,166
